
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
    72   75   125     34.0    0.451    10
    86   75   136     34.0    0.462     9
Total extinctions: 0
Generation time: 9.319 sec (9.328 average)

 ****** Running generation 76 ****** 

Population's average fitness: 23.10500 stdev: 3.99487
Best fitness: 38.00000 - size: (6, 10) - species 35 - id 51575
Average adjusted fitness: 0.426
Mean genetic distance 2.899, standard deviation 0.774
Population of 799 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   76   141     35.0    0.451     1
    33   76   136     33.0    0.438    13
    35   76   136     38.0    0.423    20
    58   76   121     34.0    0.381    16
    72   76   128     32.0    0.420    11
    86   76   137     32.0    0.443    10
Total extinctions: 0
Generation time: 9.169 sec (9.324 average)

 ****** Running generation 77 ****** 

Population's average fitness: 22.97747 stdev: 4.03483
Best fitness: 35.00000 - size: (6, 16) - species 58 - id 52272
Average adjusted fitness: 0.477
Mean genetic distance 2.895, standard deviation 0.784
Population of 800 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   77   136     33.0    0.466     2
    33   77   135     34.0    0.485    14
    35   77   138     35.0    0.501    21
    58   77   123     35.0    0.448     0
    72   77   129     33.0    0.460    12
    86   77   139     32.0    0.500    11
Total extinctions: 0
Generation time: 9.327 sec (9.333 average)

 ****** Running generation 78 ****** 

Population's average fitness: 23.13875 stdev: 3.90858
Best fitness: 39.00000 - size: (6, 11) - species 86 - id 52622
Average adjusted fitness: 0.433
Mean genetic distance 2.886, standard deviation 0.782
Population of 800 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   78   137     31.0    0.445     3
    33   78   137     34.0    0.451    15
    35   78   137     34.0    0.440    22
    58   78   125     32.0    0.415     1
    72   78   127     31.0    0.406    13
    86   78   137     39.0    0.441     0
Total extinctions: 0
Generation time: 9.237 sec (9.296 average)

 ****** Running generation 79 ****** 

Population's average fitness: 23.23750 stdev: 3.91134
Best fitness: 34.00000 - size: (6, 13) - species 35 - id 53940
Average adjusted fitness: 0.551
Mean genetic distance 2.873, standard deviation 0.780
Population of 802 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   79   138     32.0    0.568     4
    33   79   138     33.0    0.574    16
    35   79   138     34.0    0.570    23
    58   79   126     33.0    0.519     2
    72   79   128     33.0    0.529    14
    86   79   134     33.0    0.545     1
Total extinctions: 0
Generation time: 9.343 sec (9.292 average)
Saving checkpoint to neat-checkpoint-79

 ****** Running generation 80 ****** 

Population's average fitness: 23.41397 stdev: 4.04133
Best fitness: 36.00000 - size: (6, 8) - species 35 - id 54816
Average adjusted fitness: 0.496
Mean genetic distance 2.868, standard deviation 0.775
Population of 801 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   80   141     33.0    0.535     5
    33   80   135     34.0    0.488    17
    35   80   140     36.0    0.526    24
    58   80   123     34.0    0.449     3
    72   80   127     31.0    0.471    15
    86   80   135     33.0    0.504     2
Total extinctions: 0
Generation time: 9.376 sec (9.302 average)

 ****** Running generation 81 ****** 

Population's average fitness: 23.16604 stdev: 4.04237
Best fitness: 37.00000 - size: (6, 14) - species 19 - id 55212
Average adjusted fitness: 0.422
Mean genetic distance 2.864, standard deviation 0.769
Population of 799 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   81   143     37.0    0.458     6
    33   81   137     35.0    0.443    18
    35   81   138     36.0    0.432    25
    58   81   121     31.0    0.374     4
    72   81   126     34.0    0.402    16
    86   81   134     32.0    0.425     3
Total extinctions: 0
Generation time: 9.360 sec (9.302 average)

 ****** Running generation 82 ****** 

Population's average fitness: 23.20776 stdev: 4.18435
Best fitness: 34.00000 - size: (6, 13) - species 72 - id 56077

Species 35 with 138 members is stagnated: removing it
Average adjusted fitness: 0.477
Mean genetic distance 2.817, standard deviation 0.827
Population of 800 members in 5 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   82   170     34.0    0.497     7
    33   82   174     34.0    0.537    19
    58   82   144     30.0    0.423     5
    72   82   150     34.0    0.444    17
    86   82   162     33.0    0.486     4
Total extinctions: 0
Generation time: 9.565 sec (9.327 average)

 ****** Running generation 83 ****** 

Population's average fitness: 23.16375 stdev: 4.05795
Best fitness: 36.00000 - size: (6, 12) - species 86 - id 56804
Average adjusted fitness: 0.440
Mean genetic distance 2.831, standard deviation 0.827
Population of 800 members in 5 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   83   171     35.0    0.469     8
    33   83   173     36.0    0.475    20
    58   83   145     33.0    0.404     6
    72   83   151     34.0    0.418    18
    86   83   160     36.0    0.434     5
Total extinctions: 0
Generation time: 9.626 sec (9.362 average)

 ****** Running generation 84 ****** 

Population's average fitness: 23.14250 stdev: 3.88455
Best fitness: 35.00000 - size: (6, 14) - species 19 - id 57695
Average adjusted fitness: 0.505
Mean genetic distance 2.823, standard deviation 0.835
Population of 800 members in 5 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   84   169     35.0    0.528     9
    33   84   168     34.0    0.517    21
    58   84   150     32.0    0.491     7
    72   84   152     34.0    0.483    19
    86   84   161     34.0    0.506     6
Total extinctions: 0
Generation time: 9.538 sec (9.386 average)
Saving checkpoint to neat-checkpoint-84

 ****** Running generation 85 ****** 

Population's average fitness: 23.31000 stdev: 4.00985
Best fitness: 37.00000 - size: (6, 12) - species 86 - id 58484

Species 72 with 152 members is stagnated: removing it

Species 33 with 168 members is stagnated: removing it
Average adjusted fitness: 0.470
Mean genetic distance 2.522, standard deviation 0.973
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   85   280     35.0    0.492    10
    58   85   250     32.0    0.441     8
    86   85   270     37.0    0.477     7
Total extinctions: 0
Generation time: 9.407 sec (9.395 average)

 ****** Running generation 86 ****** 

Population's average fitness: 23.33500 stdev: 4.04447
Best fitness: 36.00000 - size: (6, 13) - species 19 - id 58778
Average adjusted fitness: 0.471
Mean genetic distance 2.532, standard deviation 0.958
Population of 799 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   86   284     36.0    0.510    11
    58   86   246     31.0    0.426     9
    86   86   269     35.0    0.477     8
Total extinctions: 0
Generation time: 9.484 sec (9.426 average)

 ****** Running generation 87 ****** 

Population's average fitness: 23.20526 stdev: 3.99003
Best fitness: 35.00000 - size: (6, 11) - species 86 - id 60194
Average adjusted fitness: 0.485
Mean genetic distance 2.561, standard deviation 0.947
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   87   285     35.0    0.521    12
    58   87   245     30.0    0.443    10
    86   87   270     35.0    0.491     9
Total extinctions: 0
Generation time: 9.416 sec (9.435 average)

 ****** Running generation 88 ****** 

Population's average fitness: 23.25500 stdev: 4.02461
Best fitness: 35.00000 - size: (6, 13) - species 86 - id 60871
Average adjusted fitness: 0.509
Mean genetic distance 2.576, standard deviation 0.964
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   88   283     35.0    0.537    13
    58   88   248     33.0    0.479    11
    86   88   269     35.0    0.512    10
Total extinctions: 0
Generation time: 9.413 sec (9.453 average)

 ****** Running generation 89 ****** 

Population's average fitness: 23.42375 stdev: 4.02451
Best fitness: 37.00000 - size: (6, 15) - species 58 - id 61489
Average adjusted fitness: 0.433
Mean genetic distance 2.575, standard deviation 0.988
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   89   287     35.0    0.471    14
    58   89   245     37.0    0.392     0
    86   89   268     35.0    0.435    11
Total extinctions: 0
Generation time: 9.437 sec (9.462 average)
Saving checkpoint to neat-checkpoint-89

 ****** Running generation 90 ****** 

Population's average fitness: 23.51000 stdev: 4.06785
Best fitness: 37.00000 - size: (6, 12) - species 86 - id 62264
Average adjusted fitness: 0.479
Mean genetic distance 2.562, standard deviation 0.990
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   90   285     34.0    0.507    15
    58   90   243     33.0    0.434     1
    86   90   272     37.0    0.496    12
Total extinctions: 0
Generation time: 9.493 sec (9.474 average)

 ****** Running generation 91 ****** 

Population's average fitness: 23.64000 stdev: 3.99692
Best fitness: 34.00000 - size: (6, 16) - species 58 - id 63080
Average adjusted fitness: 0.567
Mean genetic distance 2.545, standard deviation 0.993
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   91   283     34.0    0.598    16
    58   91   249     34.0    0.541     2
    86   91   268     33.0    0.562    13
Total extinctions: 0
Generation time: 9.474 sec (9.485 average)

 ****** Running generation 92 ****** 

Population's average fitness: 23.37125 stdev: 3.96465
Best fitness: 35.00000 - size: (6, 11) - species 19 - id 64247
Average adjusted fitness: 0.514
Mean genetic distance 2.555, standard deviation 0.997
Population of 801 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   92   285     35.0    0.554    17
    58   92   247     34.0    0.470     3
    86   92   269     34.0    0.517    14
Total extinctions: 0
Generation time: 9.515 sec (9.480 average)

 ****** Running generation 93 ****** 

Population's average fitness: 23.58677 stdev: 4.14413
Best fitness: 38.00000 - size: (6, 14) - species 19 - id 65081
Average adjusted fitness: 0.484
Mean genetic distance 2.555, standard deviation 0.996
Population of 799 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   93   285     38.0    0.517     0
    58   93   245     32.0    0.445     4
    86   93   269     36.0    0.488    15
Total extinctions: 0
Generation time: 9.191 sec (9.437 average)

 ****** Running generation 94 ****** 

Population's average fitness: 23.47935 stdev: 4.02952
Best fitness: 37.00000 - size: (6, 14) - species 19 - id 65081
Average adjusted fitness: 0.515
Mean genetic distance 2.545, standard deviation 0.977
Population of 800 members in 3 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   94   283     37.0    0.545     1
    58   94   247     33.0    0.480     5
    86   94   270     35.0    0.521    16
Total extinctions: 0
Generation time: 9.021 sec (9.385 average)
Saving checkpoint to neat-checkpoint-94

 ****** Running generation 95 ****** 

Population's average fitness: 23.18875 stdev: 4.03554
Best fitness: 35.00000 - size: (6, 14) - species 58 - id 66068
Average adjusted fitness: 0.485
Mean genetic distance 2.539, standard deviation 0.993
Population of 801 members in 3 species:
   ID   age  size  fitness  adj fit  stag
